economy,series,Country,Series,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
VCT,FP.CPI.TOTL.ZG,St. Vincent and the Grenadines,"Inflation, consumer prices (annual %)",7.60609957743892,5.49200387001333,3.46353042727654,4.29137553446651,1.0089495525225,1.73837289880567,4.40790113846454,0.443616029823348,2.1424064726839,1.01355044438875,0.167679637488279,0.9008584858665,1.85550399046655,0.205981708824254,2.96003946719286,3.7334291646702,2.74067516070673,7.23614701584807,10.0662418245849,0.421539125687215,0.747109026311474,3.1860311155246,2.59844414147101,0.805127804267928,0.193858560794015,-1.73361194953959,-0.149641647633284,2.15333648840511,2.32414485367921,0.91306972532459,-0.628131309354654,1.57272932500558,5.66009779226552,4.56457719814894,3.62770736940927
MAF,FP.CPI.TOTL.ZG,St. Martin (French part),"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,FP.CPI.TOTL.ZG,St. Lucia,"Inflation, consumer prices (annual %)",4.26755662855972,6.14955053119049,5.13889779944828,0.848181596289603,2.81591665153968,5.62965921512378,0.924842609615973,-0.0055202870547238,3.20194341679091,3.50379784108942,3.7107860871361,5.30722081028547,-0.255536626916508,1.03425372426221,1.46036814425245,3.89827370759476,2.39562082529168,2.82310373736929,5.54954769383937,-0.156936087168669,3.25034409180129,2.76940794144093,4.17763587102515,1.46856511035428,3.51695551369241,-0.983600952696996,-3.07821765676927,0.104262078958441,1.93561893150602,0.539087559191757,-1.75580833517594,2.41070312174393,6.37814695133351,4.07060821926204,-0.110283575834694
KNA,FP.CPI.TOTL.ZG,St. Kitts and Nevis,"Inflation, consumer prices (annual %)",4.01098407755617,4.3237394435542,2.85844672514458,1.79486146433782,1.44226958804943,2.9568002509262,2.08657385169121,8.90518339116016,3.44635865955273,3.36303630363045,2.14885532743696,2.30344748349255,2.04109102620208,2.23543664374553,2.31455462238093,3.37781903988238,8.48748575845879,4.48088608614726,5.30029675072584,2.05793709041836,0.850878649795844,5.8351651957086,0.816089281562459,1.10698554000129,0.247865392364942,-2.30187563045616,-0.687037123294039,0.694916711613604,-1.03712214131572,-0.329562063663977,-1.16724501769353,1.195688870384,2.66817533111249,3.55711230848243,
LKA,FP.CPI.TOTL.ZG,Sri Lanka,"Inflation, consumer prices (annual %)",21.495252052759,12.1856307214389,11.3834370512206,11.7467370174946,8.44871248698348,7.67484873449805,15.9358310447214,9.57369626405162,9.36424300683229,4.69170563048438,6.17627591012045,14.15845579912,9.55103167007251,6.31463787051174,7.57592582995856,11.6396860971118,10.0201836057035,15.8421114924843,22.5644955300126,3.46496322106074,6.2176488930462,6.7167684358854,7.54291373239437,6.90845034828452,3.1790022823606,3.76836783062096,3.9588884659307,7.70413767850602,2.135037737132,3.52839358231811,6.15394508391738,7.01478071238195,49.7211021114327,16.5411742279832,-0.42936004906973
ESP,FP.CPI.TOTL.ZG,Spain,"Inflation, consumer prices (annual %)",6.72181952228657,5.93421344335924,5.9245312622849,4.56907173681813,4.71841373967329,4.67380337624704,3.55884559338558,1.97107395582926,1.8343299990841,2.31034813987067,3.43351563418767,3.58983413338112,3.06565685902219,3.03888839396655,3.03924881090925,3.36881409750383,3.51557576832128,2.78679745804946,4.07534335957339,-0.28781308353524,1.79986457728769,3.1961018883379,2.44612782366809,1.40858109183019,-0.151114837527235,-0.500365709903242,-0.202598000426452,1.95607633363963,1.6749813686379,0.699518994458739,-0.322753017299739,3.0931351197642,8.39057634118627,3.53236133492433,2.77417826534772
SSD,FP.CPI.TOTL.ZG,South Sudan,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,5.00627361534047,1.16962180301108,46.8521757193597,45.5258978371706,-0.0580909784225664,1.6742990629552,52.7663304192143,379.999585624026,187.851630279442,83.5015294922,87.2413641500032,29.6758435538572,10.5167158294358,-6.68732094212668,2.38280434813754,91.4408220769046
ZAF,FP.CPI.TOTL.ZG,South Africa,"Inflation, consumer prices (annual %)",14.3209918914915,15.3347785733672,13.874703748615,9.71742729803028,8.938563723594,8.68042421392631,7.35411972085333,8.59777611252274,6.88054521037351,5.18148905111697,5.33895913599828,5.70189483049608,9.494713780996,5.67942414068799,-0.692039437857687,2.06285308223427,3.2439076541923,6.17781214809388,9.90998456005467,7.23809523809527,4.06749555950263,5.0008533879502,5.73797139141739,5.78016910069176,6.13282953059149,4.51869094892506,6.60290842394872,5.18618655524149,4.50987264867388,4.10285075461156,3.23238831615113,4.61874544887136,7.03987272546482,6.0752438457966,4.36115246518962
SOM,FP.CPI.TOTL.ZG,"Somalia, Fed. Rep.","Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,FP.CPI.TOTL.ZG,Solomon Islands,"Inflation, consumer prices (annual %)",8.73759261848181,15.050130775937,10.7511603675285,9.16866233321985,13.2560325916638,9.62921970116226,11.7743563856637,8.08400135486043,12.3995038128069,8.02036839296841,7.88956186986721,6.92583732057426,10.9296341872692,8.26946349334406,6.98584202682567,7.33066341633299,11.2199870214146,7.66602013484806,17.3200651968774,7.09271716876286,1.05148163321038,7.34270706018,5.91200602491155,5.3913638858756,5.16590237925171,-0.57446928635949,0.512485626268792,0.488686760261083,3.46147484973729,1.63485544012247,2.96354992076065,-0.115437894412839,5.51812928576938,5.88585897042164,4.32183948388033
SVN,FP.CPI.TOTL.ZG,Slovenia,"Inflation, consumer prices (annual %)",552.083528914325,114.832935589747,209.933731186822,31.7621306305932,20.9918180471498,13.4637296178669,9.86445061546851,8.359679907043,7.89116682856684,6.15558754451559,8.91174418658769,8.37966587492204,7.48077770703754,5.54416421752901,3.59297594249509,2.45150132316475,2.45792444195865,3.65749563284099,5.64742380573935,0.839262246793887,1.80117022137134,1.8028517194191,2.59741386039003,1.76920085881907,0.19934382657075,-0.525552285820877,-0.054999541670474,1.42910743319306,1.7386086198818,1.63052260754344,-0.05485681576061,1.91706506089259,8.83369886749452,7.44687717385838,1.96562656432512
SVK,FP.CPI.TOTL.ZG,Slovak Republic,"Inflation, consumer prices (annual %)",,,9.89350519771167,23.287027664545,13.4155203422246,9.84109579837748,5.77582786155949,6.14198999595652,6.66565123195824,10.5704416075225,12.0357805974299,7.3296201911553,3.12714222984608,8.55414305406645,7.54850088183423,2.70908494588384,4.48333120449611,2.7567237163814,4.59817976325028,1.61510464058238,0.957018132975143,3.9192859914629,3.6061026352289,1.40047368963025,-0.0761653295419871,-0.325219777427673,-0.520010196278266,1.31194588223228,2.51403712883812,2.66456133425431,1.93694126694223,3.14960629921268,12.7741463637611,10.5319476645211,2.75760909424272
SXM,FP.CPI.TOTL.ZG,Sint Maarten (Dutch part),"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,0.300601202404805,4.43245754245754,-0.417929020080758,5.95763688760801,1.33857621672882,4.58475435650401,4.01518421081576,2.5286478853837,1.88675466275266,0.330027165141066,0.111682655737579,2.19201010962985,,,,,,,
SGP,FP.CPI.TOTL.ZG,Singapore,"Inflation, consumer prices (annual %)",3.46075338652824,3.42570173078643,2.26307118702851,2.28929964388641,3.10013262599502,1.72053384788524,1.38318052481876,2.00358618538962,-0.267502292876153,0.0167098337370727,1.36162392448456,0.997197956155943,-0.391676866585049,0.507905300237551,1.66272719863072,0.425106276569107,0.965657519018511,2.10980166714574,6.63544058395309,0.589142019610516,2.82884527612958,5.25115624639373,4.58084479423094,2.36439793742726,1.03316955857629,-0.521975611895763,-0.529809760375464,0.576763191179996,0.438784215129623,0.567829988405447,-0.172111865925382,2.31610315765146,6.13095418919732,4.83372362825798,2.38951123595017
SLE,FP.CPI.TOTL.ZG,Sierra Leone,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,11.6499744518106,8.21112432289608,7.46901898540982,7.18566275668163,6.79138291952621,6.58776239392585,5.52412877994266,4.63931171409667,6.68943562498681,10.8860609413903,18.2215094003386,16.0295447693699,14.8049990906021,13.4468711101052,11.8739588840234,27.2082883814653,47.6428733253179,28.6337500014115
SYC,FP.CPI.TOTL.ZG,Seychelles,"Inflation, consumer prices (annual %)",3.88888888888912,1.98675496688734,3.24675324675323,1.38364779874215,1.73697270471464,-0.243902439024459,-1.10024449877743,0.618046971569891,2.57985257985242,6.34730538922156,6.26876876876878,5.96962204168156,0.174999999999924,3.30255386407089,3.85730391367399,0.907187718073944,-0.353465498693756,5.32060027285142,36.9647582875289,31.7544407744178,-2.40463875108227,2.55926772230953,7.11037062326403,4.33893848329099,1.38583454581263,4.04194410725617,-1.01548191697626,2.85679575568437,3.70291839111568,1.80709400809982,1.20266463987123,9.76909936973542,2.6260363285129,-1.03530088431952,0.311726050919668
SRB,FP.CPI.TOTL.ZG,Serbia,"Inflation, consumer prices (annual %)",,,,,,82.6605151864663,95.6009261208171,23.307866135801,30.1596997992844,42.4539054642972,71.1206287946541,95.0052258100006,19.4908321579689,9.87617889729578,11.0263627183464,16.1199806482826,11.7240229980834,6.39170644391413,12.410986775178,8.11695092238082,6.14255360247248,11.1373976342129,7.33038589596646,7.69426362896655,2.08244793880154,1.39235822000187,1.12231397417769,3.13106248590115,1.95984076293801,1.84922984511086,1.57553290083415,4.08510285335102,11.9815117344703,12.3719043552519,4.6705297488997
SEN,FP.CPI.TOTL.ZG,Senegal,"Inflation, consumer prices (annual %)",0.325098630183258,-1.75355690199309,-0.109942967085665,-0.586434615120184,32.2936668569552,7.8640078457011,2.75430663482407,1.75316478097236,1.15678070391341,0.827250608272497,0.731981981981597,2.97450083919566,2.33730187454299,-0.0519970242714495,0.514781781023016,1.71133325855502,2.11228583877117,5.85330428467681,7.34720236578406,-2.2480214785534,1.22868119673344,3.40322829786971,1.41822871177854,0.710245486695176,-1.09025507446895,0.135211933635165,0.837284942557434,1.31815314847789,0.460985642464188,1.76011151192939,2.54314685681662,2.18032278088147,9.69681899081073,5.93947798773215,0.804503298792438
SAU,FP.CPI.TOTL.ZG,Saudi Arabia,"Inflation, consumer prices (annual %)",2.0771513353116,4.86111111111135,-0.0770060064690784,1.05579531442695,0.564325478533135,4.86843103056028,1.22206054877769,0.0571506050626109,-0.371266751712053,-1.333754896539,-1.1249983851764,-1.12094804896791,0.247186492339725,0.612195358172966,0.51550789776726,0.47923167163102,2.20902314069639,4.1678235843158,9.87024816760269,5.0572227614833,5.33941733020903,5.82621637394042,2.86627029905053,3.51104209799857,2.24185348779063,1.22269318552337,2.05347076823965,-0.834845735027246,2.46594308994843,-1.1929864453332,3.37234961012303,3.06328988941548,2.47407371925372,2.32708518362699,1.68792112375809
STP,FP.CPI.TOTL.ZG,Sao Tome and Principe,"Inflation, consumer prices (annual %)",,,,,,,,35.81717824448,50.4931357486254,12.7251770130085,12.2089456308977,9.22203707560889,10.128724672229,9.79241974934509,13.2858860871796,17.1522049354354,23.0770373451381,18.5485136325779,31.9901039492573,16.9574758025945,13.34005235378,14.3271667616801,10.6379353431628,8.10583270875476,6.99849943966421,5.24587835022454,5.43051966119156,5.6902961992902,7.86859628873909,7.72024525213248,9.81932791540146,8.13777038378732,18.0056351122841,21.2589138473,14.3519273571008
SMR,FP.CPI.TOTL.ZG,San Marino,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,1.43083868527343,1.68548890528347,2.09525935611432,2.49894575725803,4.29320249287704,2.19959237046011,2.58541815582587,2.89979584300123,2.8273322422258,1.60439298078082,1.11296303373851,0.145686073241066,0.644075340346552,1.01413313194508,1.16333522293158,0.472651967352852,-0.133368898372915,1.61551411551421,5.32545321311365,5.93190858629403,1.24216507945569
WSM,FP.CPI.TOTL.ZG,Samoa,"Inflation, consumer prices (annual %)",15.2384632724695,-1.81919798798399,9.03113792907172,1.71509123658868,12.0803818909762,-2.90352865746142,5.37461972030278,6.86182355310877,2.21883468834654,0.265120132560355,0.966782350024729,3.83828463867725,8.0503144654087,0.115830115830107,16.3131507905901,1.85676392572949,3.70008680555553,5.57706393219629,11.565906838454,6.32495336235228,0.777007268777692,5.23541591478434,2.0490188352116,0.61008572090503,-0.40681608842489,0.724470134874729,1.30471869303179,1.74989677484705,4.19745888663752,0.982326569888117,-1.56891247740895,3.13320473174494,10.9618822286844,7.92164684826777,2.17245530514377
RWA,FP.CPI.TOTL.ZG,Rwanda,"Inflation, consumer prices (annual %)",4.18576372649948,19.6371658148373,9.56041187600816,12.3543887630448,,,7.41137173526642,12.0154225195686,6.2100670945581,-2.40593209742259,3.89952980284712,3.34285506749409,1.99258542453993,7.44970014007366,12.2507102894391,9.01408918092339,8.88282654777923,9.08072205873158,15.4382138709255,12.9443978401712,-0.246128693436934,3.0801706924026,10.2710182318876,5.92426867984854,2.35449052820358,2.52850284192421,7.17434301982009,8.27953672260832,-0.311210160390699,3.34787655037648,9.85039902274207,-0.391346748300791,17.6892095588153,19.789546746467,1.77029240198635
RUS,FP.CPI.TOTL.ZG,Russian Federation,"Inflation, consumer prices (annual %)",,,,874.245720380188,307.722635553193,197.414268084251,47.7520122009939,14.761329268806,27.6856798076742,85.7464940960636,20.7987606558704,21.4770072117159,15.7887307914463,13.6632930228666,10.8886157326216,12.6853039507349,9.66865454789265,9.00729868861079,14.1107677840442,11.6473295764118,6.84939230255025,8.4404648593257,5.07474300799149,6.75466833903486,7.82016970013845,15.5343959935701,7.04243725413707,3.68333072334495,2.87831382614981,4.47202631837903,3.38219796948068,6.69445891957612,13.7436797398232,5.86571931748967,8.43486410496723
ROU,FP.CPI.TOTL.ZG,Romania,"Inflation, consumer prices (annual %)",,230.622494900178,211.205587610082,255.166861826698,136.759392815441,32.2424847257597,38.8293013382852,154.763480436309,59.0965827541167,45.8037811326363,45.6665940440238,34.4770123493527,22.5398862605386,15.2734889936255,11.8743635936399,9.01491283343835,6.55851412276983,4.83732928313989,7.85080255714482,5.58742004264393,6.09141668601891,5.7892532881588,3.33492267693442,3.9847123554813,1.06830987684298,-0.594156437495203,-1.54479666813897,1.3390212110439,4.62548443137779,3.82785432599438,2.63107311184743,5.05232876096582,13.7954887432521,10.3971874764996,5.72140574354439
QAT,FP.CPI.TOTL.ZG,Qatar,"Inflation, consumer prices (annual %)",3.0009680542111,4.41729323308255,3.06030603060311,-0.8733624454148,1.32158590308376,2.9565217391303,4.90453460620532,4.83448981913322,2.9513888888889,2.18170320404723,1.65033522434232,1.47133434804683,0.239999999999952,2.26456504389469,6.79933665008279,8.81439532334683,11.8358096197431,13.7581625759964,15.0501451570333,-4.86327801622565,-2.42525675161714,1.13836623529202,2.31534853431661,3.22197756829293,3.34972085659523,1.8140772393776,2.6765917009819,0.394878914083005,0.255815382724408,-0.666641124861147,-2.5403150300476,2.30446565742003,4.99527553740761,3.02764899198902,1.26734310292375
PRI,FP.CPI.TOTL.ZG,Puerto Rico (US),"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,FP.CPI.TOTL.ZG,Portugal,"Inflation, consumer prices (annual %)",13.6305705693074,11.8494841773675,9.55926033177508,6.78377994665407,5.42044019241626,4.22281614099486,3.06897732509789,2.33686298314116,2.5727522590913,2.34009490312169,2.85303039287157,4.36990330551793,3.60034658290914,3.21899090682895,2.36536204097302,2.27716394887834,3.1076654587105,2.45396528138743,2.58850657657959,-0.835530021504157,1.40257289895369,3.65301100430724,2.77333854051586,0.274416666666663,-0.278153367467428,0.48793862390472,0.607397074641719,1.36861411643472,0.993715683468326,0.338178410046034,-0.0124383299575305,1.26565719069044,7.83269124233323,4.31128191898672,2.41613187791884
POL,FP.CPI.TOTL.ZG,Poland,"Inflation, consumer prices (annual %)",567.878800666191,76.7694992087347,46.0985621037431,36.9641666120718,32.9912766093522,27.951388563304,19.7949669196707,14.9131586149599,11.5978554257235,7.15407291179862,9.90017538843064,5.40833545566148,1.90528215048055,0.682701375787681,3.38264681884691,2.18379872390258,1.28469394366408,2.45874312385402,4.16497193524764,3.79539242483406,2.58069370250543,4.2394014962594,3.56037151702783,0.991982606332428,0.0538213132399802,-0.87412587412577,-0.664767331433961,2.0759355367385,1.81295156542679,2.227478809383,3.37446972618589,5.05502704719272,14.4294507575758,11.5289127961105,3.7842600751287
PHL,FP.CPI.TOTL.ZG,Philippines,"Inflation, consumer prices (annual %)",12.1773522064946,19.2614585266282,8.65100357865265,6.71631104109973,10.3864734299517,6.83199610989534,7.4761037778791,5.59025939650601,9.23493432267121,5.93904901780808,3.9771250324928,5.34550195567142,2.72277227722765,2.28915662650607,4.82921083627795,6.51685393258433,5.4852320675105,2.90000000000003,8.26044703595725,4.21903052064628,3.78983634797591,4.7184170471842,3.02696391124796,2.58268766141795,3.59782343864211,0.674192536845408,1.25369880080982,2.85318772590947,5.30934661627707,2.39206534422404,2.3931623931624,3.92718022100332,5.82115811213955,5.97802515541409,3.21260487006347
PER,FP.CPI.TOTL.ZG,Peru,"Inflation, consumer prices (annual %)",7481.66361124526,409.530166622023,73.5282942442641,48.5799864468885,23.7369050565046,11.1287029707089,11.5379424115177,8.56218948953653,7.24782175213469,3.46965996293019,3.75733833344474,1.97709878502053,0.193135003853722,2.25937753363072,3.66247320092233,1.61630193862544,2.00225801248819,1.77998644680372,5.78587598206755,2.936231535967,1.52832059732901,3.36931095333853,3.61121294940163,2.76789666082002,3.41194579807465,3.39809194746308,3.55717663556279,2.99490045809443,1.50915423024742,2.25212191358027,2.00241205759292,4.27166381536798,8.33370630096231,6.45561348369586,2.00770739412712
PRY,FP.CPI.TOTL.ZG,Paraguay,"Inflation, consumer prices (annual %)",37.2599561799201,24.2253521126763,15.192743764172,18.2086614173228,20.5661948376355,13.4254143646407,9.79968339016083,6.94956608534118,11.5532684355839,6.75226586102725,8.98215976750022,7.26806028584825,10.5102420856612,14.2367970499143,4.32326492967491,6.80738203116377,9.58934941129229,8.13047417698577,10.1547846489023,2.59194673430567,4.65116279069765,8.2539682539683,3.67591897974496,2.68385738718582,5.02882767456766,3.12900274473925,4.08682280577241,3.60247741348943,3.97561015740694,2.75709727562775,1.76751592356698,4.787983101236,9.76556667164402,4.63202285403356,3.83540271728533
PNG,FP.CPI.TOTL.ZG,Papua New Guinea,"Inflation, consumer prices (annual %)",6.9533615990307,6.96568127760753,4.30961457009748,4.97411430311646,2.85272217387134,17.280932681459,11.6241782908448,3.96437805228409,13.5741917656809,14.9321817407701,15.5958933107535,9.29817332783968,11.7994470972606,14.7090779663557,2.15893131266946,1.78080439925826,2.3684623841683,0.91135045567524,10.7614182326827,6.91832532601224,6.01360893567856,4.44083401028971,4.53720508166972,4.9603174603175,5.22211720226841,5.99595778127107,6.6737288135593,5.42204568023834,4.37448921453162,3.92867290939597,4.87167398565555,4.48359014042398,5.25323922215241,2.29869991296791,0.602403921107917
PAN,FP.CPI.TOTL.ZG,Panama,"Inflation, consumer prices (annual %)",0.769485354956023,1.25626077674688,1.82452156989957,0.453930078840388,1.26843190106196,0.994206982933841,1.25571661111548,1.32435122100608,0.559081293442493,1.24718256949636,1.49896111605777,0.307062436028722,1.00583090379039,0.391666666666657,0.474723078204336,2.85588324760959,2.45789346442096,4.16863300298887,8.75868317728784,2.409053040822,3.491288726188,5.8758024367877,5.69819959165992,4.0271599157106,2.62652699929151,0.137492058461504,0.739734025300033,0.875585918759878,0.761578359399944,-0.355083821021245,-1.5502754080376,1.63070337301898,2.85965128834711,1.48641355277038,0.693225551004538
PLW,FP.CPI.TOTL.ZG,Palau,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,-1.30123617436562,0.922874093605824,4.96407576747217,3.9514623522091,4.42981143370254,3.23875035826881,11.9655746807329,1.43813538308953,1.44219017355169,4.6746987951807,3.61418047882138,3.35481004221287,4.19174548581256,0.949040643697081,-1.04230533415074,1.4179881966692,2.10970464135017,0.26737967914444,0.218181818181833,2.6124818577648,12.3526638378124,12.8199748216534,2.23172772921704
PAK,FP.CPI.TOTL.ZG,Pakistan,"Inflation, consumer prices (annual %)",9.05213155279776,11.7912703351416,9.5090414619015,9.97366476029209,12.3681943936948,12.3435785170513,10.3738085885002,11.3754928865122,6.22800415424543,4.14263718082171,4.36666451291681,3.14826144590618,3.29034472613153,2.91413470059479,7.44462469342739,9.06332737030417,7.92108440058789,7.59868441050774,20.2861210929554,13.6477650639761,12.9388705634889,11.9160927116277,9.68235186055684,7.69215611899565,7.18938402847028,2.52932817254229,3.7651191635658,4.08537368032608,5.07805725868917,10.5783618004555,9.73999313898155,9.49621056124947,19.8738599646655,30.7681280657005,12.6325318530452
OMN,FP.CPI.TOTL.ZG,Oman,"Inflation, consumer prices (annual %)",,,,,,,,,,,,-0.816666666666656,-0.279578822571373,0.231328682267143,0.624969062631367,1.90983553531865,3.54498591605033,5.8304841809271,12.3754091529912,3.46881023754893,3.25657959078624,4.0421886711639,2.94773495257209,1.05354820265932,1.01401483924156,0.0652901330286599,1.10920805807027,1.58909413567799,0.889312370970404,0.490815362820671,-0.40640291946585,1.68221185876085,2.5061425061425,0.950782997762827,0.593589236248469
NOR,FP.CPI.TOTL.ZG,Norway,"Inflation, consumer prices (annual %)",4.1310334831135,3.43819599109134,2.32808504911857,2.28826933193057,1.37567498071479,2.46036778693724,1.26253249164502,2.56692335900259,2.25241329996423,2.36596736596734,3.08550609131276,3.00419703998237,1.28672528415184,2.48782553461783,0.45449850222084,1.53213367609254,2.32934980757544,0.712589073634201,3.75393081761005,2.19738586853574,2.41890639481001,1.28495158809152,0.696864111498362,2.12048620353112,2.04170286707211,2.17113665389527,3.54999999999998,1.87510059552554,2.76483134528788,2.16773003305402,1.28658490708005,3.48388055266678,5.76412317852272,5.51784987104659,3.14530134431073
MNP,FP.CPI.TOTL.ZG,Northern Mariana Islands,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,FP.CPI.TOTL.ZG,North Macedonia,"Inflation, consumer prices (annual %)",,,,,126.583368336245,16.3735889723568,2.46660008582917,1.29436487155045,0.544199652523074,-1.27928657572626,6.60742291038536,5.19888525744048,2.31459794083219,0.855562122724231,-0.448650206552038,0.525515950714282,3.21362929606346,2.25175798305457,8.33189666968095,-0.739633963061153,1.50997522027621,3.9047542206973,3.31605566687647,2.78500056726118,-0.281705032928494,-0.299920475631552,-0.23929078768441,1.35161889677442,1.45831298507117,0.766439573459716,1.20007348888487,3.23074912132919,14.2047173195833,9.36187249769016,3.48974086026947
NGA,FP.CPI.TOTL.ZG,Nigeria,"Inflation, consumer prices (annual %)",7.36440030557696,13.0069731037428,44.588842715023,57.1652528349217,57.0317089119659,72.8355022972638,29.2682926829271,8.52987421383634,9.99637812386806,6.61837339479751,6.93329215565161,18.8736462093863,12.8765792031099,14.0317836131437,14.9980338183251,17.8634933661605,8.22522152017047,5.38800796858626,11.5810751748252,12.5378277304689,13.7400521363694,10.8261371880017,12.2242413020584,8.49551838265669,8.04741087967907,9.00943498007706,15.6968126387972,16.5022662139641,12.0951065173432,11.3964223378116,13.2460234276597,16.9528457221608,18.8471877843274,24.659550203114,33.2420966545406
NER,FP.CPI.TOTL.ZG,Niger,"Inflation, consumer prices (annual %)",-0.775653010977504,-7.79664179104467,-4.47561790247176,-1.21503496503496,36.0410583134241,10.5632886691814,5.28885751264882,2.93345253394422,4.5480157771872,-2.30212503849648,2.90014973599108,4.00551428352678,2.62886597938136,-1.61440769175596,0.262543757292838,7.7974978178644,0.0404858299595074,0.0539592607581562,11.3051098827019,0.582906590801122,0.804073080882659,2.9423851401332,0.455089820359289,2.29723114955317,-0.930287259984466,-0.576090369833189,1.65388922387806,2.79637318871284,2.96760366004456,-2.48979265070855,2.8981937602627,3.8378680284051,4.22621791916392,3.70097316425834,9.07151997725013
NIC,FP.CPI.TOTL.ZG,Nicaragua,"Inflation, consumer prices (annual %)",,,,,,,,,,,7.06991352252517,5.98604186279518,3.75017465778466,5.30238773219936,8.47021063584077,9.59909986064425,9.1401996677772,11.1269347446118,19.8262031287429,3.68700160498797,5.45513425887423,8.082387980991,7.1935505333896,7.13546785289407,6.03596861798425,3.99737996694396,3.52317317628473,3.85067166284727,4.94723728039886,5.37628990844126,3.68181341625572,4.92841396948968,10.4674244465991,8.38765854872536,4.62473841057141
NZL,FP.CPI.TOTL.ZG,New Zealand,"Inflation, consumer prices (annual %)",6.09844414810204,2.60239285999773,1.01456027171236,1.28820776574386,1.74537790773743,3.75494413677554,2.28571305402195,1.18714833105632,1.26524409915406,-0.114267129777524,2.6152344624632,2.62581630392903,2.67709257711605,1.75357444759557,2.29024902847571,3.03702332617012,3.36540196171993,2.37614310290659,3.9589493731206,2.1156511055456,2.30202385958572,4.0279066739204,1.05991318445632,1.13442266445817,1.227507505974,0.292704628136101,0.646240284454524,1.85078767452536,1.59829703801696,1.61963190184048,1.71456170007245,3.94112060778728,7.17222476016441,5.73316283034957,2.92279782301957
NCL,FP.CPI.TOTL.ZG,New Caledonia,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,2.42899693753383,1.74967234600262,1.27761318992718,0.178851060785511,0.570508141048402,0.578317435520754,,,,,,,,
NLD,FP.CPI.TOTL.ZG,Netherlands,"Inflation, consumer prices (annual %)",2.45409184818341,3.15820041477122,3.18358181761551,2.58418448671799,2.80152463293178,1.92322003453525,1.94936713166008,2.10924562739483,1.95913632274251,2.15717918055059,2.36052233801948,4.15584127195613,3.28753104712771,2.09199838997655,1.2636473918318,1.68813017869623,1.10150106517702,1.61385859802103,2.48650198289454,1.1897768702155,1.27530569556683,2.34107017751373,2.45554765291604,2.50689852657885,0.976035079699679,0.600248147278776,0.316666666666743,1.38145871407206,1.7034979474447,2.63369910249601,1.27246037789161,2.67572008805385,10.0012078753473,3.83839354342808,3.34754304219953
NPL,FP.CPI.TOTL.ZG,Nepal,"Inflation, consumer prices (annual %)",8.23970037453206,15.5574529276949,17.1495236243439,7.50539419087105,8.34928672883384,7.62296950698163,9.22046662376986,4.00998860523181,11.2444677818614,7.45111260957546,2.47882020709136,2.6883037354563,3.02939948714892,5.70700931874738,2.8418113124898,6.83633265892877,6.92033580707589,2.26921924439074,9.9078300530648,11.0948237386987,9.32650410745395,9.2270754612596,9.45980980357125,9.04016311917645,8.36415469659563,7.86890895590891,8.7903433200464,2.77703998300211,4.40659410175714,5.56616035243723,5.05635826238499,4.12676744440695,7.6702057938028,7.11587261530826,4.6850965426577
NRU,FP.CPI.TOTL.ZG,Nauru,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,0.3003003003003,-0.124750499001971,,,,,,,,,,,,
NAM,FP.CPI.TOTL.ZG,Namibia,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,7.1361531145863,4.13663213144748,2.28194607024307,4.96116689298916,6.54788141101717,9.0946430719281,9.45172651521705,4.8749198764395,5.005595180812,6.72199777334886,5.60092502290401,5.35016966859602,3.39401538410559,6.72858234593338,6.14579981111164,4.29159105337875,3.72239414422695,2.20938236933469,3.61690530108814,6.08128114112413,5.87993463284275,4.23903922877036
MMR,FP.CPI.TOTL.ZG,Myanmar,"Inflation, consumer prices (annual %)",17.6267750314504,32.2720382866416,21.9132104007913,31.83160687276,24.0987860757019,25.1947123972847,16.2753966377374,29.6972325791529,51.4875497504079,18.4010433741609,-0.109165514668565,21.101305376923,57.0745112621703,36.5897175323924,4.53421374129692,9.36861814196704,19.9964873359214,35.0245970717698,26.7995371934022,1.47234311385647,7.71838195873614,5.0214601462073,1.46758322674679,5.64303883425501,4.953299184844,9.45417189526018,6.92882525816076,4.5725365531752,6.87232865662935,8.82506696804558,,,,,
