economy,series,Country,Series,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
TZA,GC.DOD.TOTL.GD.ZS,Tanzania,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,GC.DOD.TOTL.GD.ZS,Tajikistan,"Central government debt, total (% of GDP)",,,,,,,,,,,114.076117982873,79.804079881426,,,,,,,,,,,,,,,,,,,,,,,
SYR,GC.DOD.TOTL.GD.ZS,Syrian Arab Republic,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,GC.DOD.TOTL.GD.ZS,Switzerland,"Central government debt, total (% of GDP)",12.325321761579,13.0443645225384,15.2316390704242,18.4445481293767,20.0680258688926,22.4952087782551,22.9044358709718,24.9237649035228,27.1341875947238,25.0056548792634,25.7779061594765,24.7027735794148,29.7429844907184,28.8028890827852,29.3653695137999,29.3971783159172,25.7683538770765,23.6558294443865,23.0826538987753,21.7016373930473,20.9935662166253,21.1420070510112,21.344495938121,20.2181574462584,20.6112427869967,20.4392949646999,19.3809926486343,20.2844118353444,18.6781185686767,18.9542598001148,20.8521076698005,19.9391907467762,17.5861857589033,19.8822985290733,
SWE,GC.DOD.TOTL.GD.ZS,Sweden,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,GC.DOD.TOTL.GD.ZS,Suriname,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,GC.DOD.TOTL.GD.ZS,Sudan,"Central government debt, total (% of GDP)",,,,,,,,,786.949168449653,865.873242919908,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,GC.DOD.TOTL.GD.ZS,St. Vincent and the Grenadines,"Central government debt, total (% of GDP)",31.5259094901308,31.5824661356898,33.631808975589,40.7099336377631,43.2640630598352,43.3534141253135,41.6080087595808,39.3831604507018,40.0388592047741,51.9460822416441,47.911890587105,45.5115533057875,49.5534268859916,52.4828063154553,56.3132501150882,54.2704239409077,51.3164930897991,43.8571223188117,43.5145083072876,53.6982398780635,,,,,,,,,,,,,,,
MAF,GC.DOD.TOTL.GD.ZS,St. Martin (French part),"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,GC.DOD.TOTL.GD.ZS,St. Lucia,"Central government debt, total (% of GDP)",,,,,,,,,,,30.8776806989674,40.0705394190871,50.0329218106996,48.5183795948987,49.5833333333333,52.0352250489237,47.1957374440562,45.2980532065982,41.6345301264286,43.3977023635892,45.8570272133998,,,,,,,,,,,,,,
KNA,GC.DOD.TOTL.GD.ZS,St. Kitts and Nevis,"Central government debt, total (% of GDP)",,,,,,,,,,,,,79.2688095806906,92.3085420315927,90.828054331704,92.3212291448103,84.6590647845878,97.046322814295,92.4815575039171,100.754350550575,104.877909576037,103.00959046712,96.9555960797348,67.1288453720016,57.666394367293,,,,,,,,,,
LKA,GC.DOD.TOTL.GD.ZS,Sri Lanka,"Central government debt, total (% of GDP)",96.5806255127663,98.4833957754233,95.3619119503954,96.7978140982655,94.8553232346257,94.6498205974494,92.343984335944,86.105931670321,89.1958239111343,95.1081546127674,96.9040326453759,103.219274149885,105.524990754701,102.270712023476,102.328536698869,90.6049131149854,88.6994841221229,84.9944169483341,,86.063491912486,69.2530251841806,68.5257394056158,66.747235367113,68.3536165599981,68.5910423357715,73.5126591624451,,,,,,,,,
ESP,GC.DOD.TOTL.GD.ZS,Spain,"Central government debt, total (% of GDP)",35.1574354161158,35.1902538036712,37.0105702712913,46.7322033007399,48.1390226934954,57.9249475404066,64.2492650926687,64.0463528212559,64.3080233782551,59.2051841099922,56.4411355546668,51.9977632183383,50.1525231278943,45.4755013249315,43.4376841356233,40.2343199708659,35.7479971661015,31.7331273427183,35.7047178344384,48.1994103859309,49.9611949458986,57.789985767622,77.4461594128753,91.8693310694076,104.927837458817,104.513601542435,105.968136997792,106.577780541254,107.203121896334,111.293101275415,138.955245507052,132.546759057657,109.040623157974,107.300287362269,
SSD,GC.DOD.TOTL.GD.ZS,South Sudan,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,GC.DOD.TOTL.GD.ZS,South Africa,"Central government debt, total (% of GDP)",32.3971949577925,33.9135908287352,36.9022310979407,39.9507720898509,44.8169697430772,44.8686189886337,44.2298759185659,43.1755459966558,44.6542617733798,42.1780316027359,39.6390583837328,,,,,,,,,,,,,,,52.651157246849,53.7387913927398,56.2597208339946,59.1023114125426,64.589278136337,75.7255090818801,74.0826080100226,76.2054429487374,79.446907709916,
SOM,GC.DOD.TOTL.GD.ZS,"Somalia, Fed. Rep.","Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00181677300204681,0.00161662140085104,,0.000450345535180531
SLB,GC.DOD.TOTL.GD.ZS,Solomon Islands,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,13.9267708227713,11.5924176820868,10.1053266338219,8.72030492472168,6.73763116684843,6.25960695263414,8.40244987775226,7.68567032356845,7.74420413246414,11.4639181336923,,16.439440971058,,
SVN,GC.DOD.TOTL.GD.ZS,Slovenia,"Central government debt, total (% of GDP)",,,,18.5258461582337,16.2364911396379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,GC.DOD.TOTL.GD.ZS,Slovak Republic,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,GC.DOD.TOTL.GD.ZS,Sint Maarten (Dutch part),"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP,GC.DOD.TOTL.GD.ZS,Singapore,"Central government debt, total (% of GDP)",77.855311856756,78.97732191875,81.8827558107494,72.8796371846888,70.2818345454772,72.7804903132088,72.735334061978,71.3607292667242,82.599116639914,87.8603784550691,83.842291725532,93.9363125102557,106.332540928351,108.589983770079,101.779018993689,94.9666937754733,82.8374805427534,77.2760743035509,96.4099647516113,106.372468302322,101.449782417951,104.78518384861,107.828093624626,99.4464888561159,99.6097986729595,103.320839751929,108.854265915138,109.197026214998,110.689756336151,128.07809248235,151.706326360826,149.289112307138,154.10364293744,175.596688461184,175.613907899815
SLE,GC.DOD.TOTL.GD.ZS,Sierra Leone,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,GC.DOD.TOTL.GD.ZS,Seychelles,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,174.684386519568,,,,,,,,,,,,,,,,
SRB,GC.DOD.TOTL.GD.ZS,Serbia,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,GC.DOD.TOTL.GD.ZS,Senegal,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,GC.DOD.TOTL.GD.ZS,Saudi Arabia,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,GC.DOD.TOTL.GD.ZS,Sao Tome and Principe,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR,GC.DOD.TOTL.GD.ZS,San Marino,"Central government debt, total (% of GDP)",,,,,,,,,,,,,12.7348281481481,26.5286653982985,31.923367795504,39.3423254317549,47.7656117619987,47.4509601314966,46.8685383292534,46.6074007297297,54.9724926638478,44.8293754643131,51.2177218815052,54.0230135522152,53.3245594444444,56.9302290703978,57.3280875356783,54.5934447738196,55.9404550948587,55.0853181002707,98.3476214402002,95.1200992157321,103.153573480276,99.8703823864118,
WSM,GC.DOD.TOTL.GD.ZS,Samoa,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,GC.DOD.TOTL.GD.ZS,Rwanda,"Central government debt, total (% of GDP)",49.7969202729087,47.8601030997282,48.4289742567034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,GC.DOD.TOTL.GD.ZS,Russian Federation,"Central government debt, total (% of GDP)",,,,,,,,,143.948999533393,100.744137724205,62.1488888669576,48.9836153351704,41.3527168644107,,,16.6608684477983,9.89107286046746,7.15843011658404,6.49528743788997,8.69786633503919,9.09810564473106,8.64108194430582,8.55140859340356,9.06725564048848,11.2004612830571,13.5407657719462,14.2417395793548,16.3253741158845,16.1685789853238,17.2760484379376,22.992021036968,21.0287512612177,19.2884758032917,18.5032227571465,
ROU,GC.DOD.TOTL.GD.ZS,Romania,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,GC.DOD.TOTL.GD.ZS,Qatar,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,GC.DOD.TOTL.GD.ZS,Puerto Rico (US),"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,GC.DOD.TOTL.GD.ZS,Portugal,"Central government debt, total (% of GDP)",,,,8.24573773501712,5.65740456986878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,GC.DOD.TOTL.GD.ZS,Poland,"Central government debt, total (% of GDP)",,,,,60.4543984704576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,GC.DOD.TOTL.GD.ZS,Philippines,"Central government debt, total (% of GDP)",45.0076745112999,43.5879493136021,46.269790365795,58.8331979479565,49.4185114622984,53.471178145145,46.5576634189528,48.6978483259554,58.2805829140392,52.8348897149163,58.598433117411,59.2614955783056,64.715074553291,71.1158091036307,71.6007252032252,65.7097431233166,58.7978739921016,51.5748916279875,52.4322709324654,52.4006931344165,50.1962414764938,48.8058481254572,49.1574552067049,47.1441818576352,43.426338941462,,,,,,,,,,
PER,GC.DOD.TOTL.GD.ZS,Peru,"Central government debt, total (% of GDP)",189.246285557642,78.2167512063909,80.142729037233,70.6160984544118,55.4915347082036,,,,,,,,,,,,32.539457544846,28.5288183913942,26.0763223472509,26.4008658746012,23.6817913403586,20.7202165716448,19.2166594578957,18.3944203835483,19.5653895947835,22.8655544691074,23.7062564307639,24.7483395083352,25.7290009540889,26.5266050337015,34.7649150394579,35.2492265687178,,,
PRY,GC.DOD.TOTL.GD.ZS,Paraguay,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,GC.DOD.TOTL.GD.ZS,Papua New Guinea,"Central government debt, total (% of GDP)",48.9532540146935,46.6108276015088,44.8643144683874,44.3261901337552,53.5450156411045,53.6620013882835,55.6433690965017,62.4046556302616,66.3501460864216,63.5373009220453,57.7415312557776,68.2675567269125,69.7344601261207,,,,,,,,,,,,26.8946120001805,29.8753777382805,33.7401900962348,32.685689411013,36.6742909998618,40.1543056202126,48.6800956012736,52.5838575077787,48.1888180987368,52.3812606028215,
PAN,GC.DOD.TOTL.GD.ZS,Panama,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLW,GC.DOD.TOTL.GD.ZS,Palau,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,23.2605058625389,23.9561620586775,32.3858558130148,25.5119664948813,26.8646997283355,22.9112159302113,21.5280269043579,62.0056278289201,66.4155843165132,78.0419162493333,83.8357085312167,85.1724489555373,,,,,
PAK,GC.DOD.TOTL.GD.ZS,Pakistan,"Central government debt, total (% of GDP)",78.7725350870327,76.0908289241623,74.5285767943305,78.910190522119,,,,,79.0846919843326,,55.0324216144747,,,,,,,,,,,,,,,,,,,,,,,,
OMN,GC.DOD.TOTL.GD.ZS,Oman,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,GC.DOD.TOTL.GD.ZS,Norway,"Central government debt, total (% of GDP)",19.8470116461584,18.5942813892647,22.342831631806,31.5607533776556,30.7520156212036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,GC.DOD.TOTL.GD.ZS,Northern Mariana Islands,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,GC.DOD.TOTL.GD.ZS,North Macedonia,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,GC.DOD.TOTL.GD.ZS,Nigeria,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,GC.DOD.TOTL.GD.ZS,Niger,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,GC.DOD.TOTL.GD.ZS,Nicaragua,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,GC.DOD.TOTL.GD.ZS,New Zealand,"Central government debt, total (% of GDP)",,,,,,,,,,,,,32.7763842551838,48.2453384728239,43.8675166117793,44.1698490827743,42.9524894769889,36.9753526219646,36.0132953366238,31.8653341616565,34.7227798053528,48.0816617433301,51.5541055220579,46.4245970754158,43.8708941737301,42.9013651890488,41.3592419573932,38.629234026174,36.6067779902994,32.7640829279005,46.0466265250956,51.3022296239772,53.9594714921364,54.0530599083664,
NCL,GC.DOD.TOTL.GD.ZS,New Caledonia,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,GC.DOD.TOTL.GD.ZS,Netherlands,"Central government debt, total (% of GDP)",54.7226413643846,55.2083108027125,56.0063065464404,56.4483118552881,54.214654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,GC.DOD.TOTL.GD.ZS,Nepal,"Central government debt, total (% of GDP)",52.6205809545912,64.911430440788,61.6569229882709,63.6815382338544,66.5412100044161,66.1836432074826,65.1978803839092,59.8824296913156,66.3514434343267,64.0681097896128,64.5733198414706,58.9891415877141,63.9354609821022,62.5881953798115,59.4156672858263,51.7646230480547,49.6869680346867,42.9786611378803,43.799987249558,,33.8625212320188,,,,,,,,,31.7771473472895,39.0485631284493,39.9222686422289,,,
NRU,GC.DOD.TOTL.GD.ZS,Nauru,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,GC.DOD.TOTL.GD.ZS,Namibia,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,117.515261125839,1.10133141237365,0.277603198530483,1.60694919254531,7.45061506273455,-1.17072566818484,2.57186406136687,,4.66758235586367,,,,,,,,,
MMR,GC.DOD.TOTL.GD.ZS,Myanmar,"Central government debt, total (% of GDP)",,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
MOZ,GC.DOD.TOTL.GD.ZS,Mozambique,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,92.2424455674773,78.504609250696,81.3537163201553,78.878341504915,101.390931723437,84.1569664621914,76.6350609536734,72.6610029459905,71.7932488373315
MAR,GC.DOD.TOTL.GD.ZS,Morocco,"Central government debt, total (% of GDP)",87.1967599759139,62.0674162757784,70.9378689831812,74.12313156115,69.8259155220588,68.3949152787535,,64.4624151446094,55.0124708324473,55.4449807288653,,,48.4750786200092,,,53.6662965686373,49.5746100609743,46.3035380770239,41.2851314683307,43.6257434782389,47.0982656739638,51.2263215704569,,,,,,,,,,,,,
MNE,GC.DOD.TOTL.GD.ZS,Montenegro,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,GC.DOD.TOTL.GD.ZS,Mongolia,"Central government debt, total (% of GDP)",,,20.621673383358,41.4415301033198,51.434529837839,37.0712826765271,49.4796320305737,54.6275786922475,71.5753340452053,83.9144976966664,78.41832770873,69.0997980938579,,,,,,,,,,,,,,,,,65.9653147309463,60.8440397290863,73.9367835188975,67.5710143296444,,,43.3447191792161
MCO,GC.DOD.TOTL.GD.ZS,Monaco,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,GC.DOD.TOTL.GD.ZS,Moldova,"Central government debt, total (% of GDP)",,,,,,37.6286611371025,40.1231820920436,48.0869353115827,82.8327822731422,77.8984533931353,73.0188685605433,60.7746432557048,59.5592506390136,52.5337629892465,51.9542957042957,32.4251035801551,29.1792912365375,23.239565787011,18.4425161310829,27.6322264363496,21.9325612593611,19.7666739342535,20.3471393454785,19.9179521587446,21.0660070666528,23.3135833177914,32.2474466077299,29.6674963404315,27.5107781705941,25.4510119081043,33.9555752157792,32.1187790600053,34.4860323998862,34.261803395941,
FSM,GC.DOD.TOTL.GD.ZS,"Micronesia, Fed. Sts.","Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,27.1265032594345,25.9631355889374,24.6789076055627,25.5717958565802,27.4856202419944,26.6937762883914,23.7828362712429,30.5527561343995,25.9593969230769,31.5972203342618,23.6979660714286,24.1514441624365,27.7955651702173,,,,
MEX,GC.DOD.TOTL.GD.ZS,Mexico,"Central government debt, total (% of GDP)",46.6268573934833,38.2182364854974,28.1470540238128,19.2441733425118,26.8438813996716,30.7434988919319,23.9323468344639,19.7405052707619,21.0082173789952,19.4785244628191,18.1918633340197,,,,,,,,,,,,,,,,,,,41.3273940507878,45.8373464334068,44.8609557938384,43.9694401399305,45.0297603114434,
MUS,GC.DOD.TOTL.GD.ZS,Mauritius,"Central government debt, total (% of GDP)",39.1235900360959,39.3945282634877,31.5314654106726,29.8242079194186,30.7485422779047,32.4319382714997,35.2757196068331,35.3476342070016,33.1487378303686,30.9931762285205,31.6907550044809,29.7941358107018,39.288508399984,44.1430010758192,38.5444032538334,41.1387968950545,37.4486905882301,34.1599246904864,33.2416262961369,36.0211353228051,36.275908664453,35.0358570491021,36.0040049386744,,,,,55.4162684218654,54.5604097916564,57.1349404640455,,,,,
MRT,GC.DOD.TOTL.GD.ZS,Mauritania,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,GC.DOD.TOTL.GD.ZS,Marshall Islands,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,71.5412639836289,71.9117976190476,68.8800763500931,56.0864126523505,52.42613226342,52.7442510729614,49.4013516129032,47.4856330974415,48.3205495540139,47.728014974263,44.0008963636364,41.5637492486046,,,,,
MLT,GC.DOD.TOTL.GD.ZS,Malta,"Central government debt, total (% of GDP)",20.1391925353451,22.7213832538174,24.4176852360766,28.6087739753643,29.9674017223477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,GC.DOD.TOTL.GD.ZS,Mali,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,GC.DOD.TOTL.GD.ZS,Maldives,"Central government debt, total (% of GDP)",30.7823377634974,35.5734695506425,41.6154638148062,45.5515611288816,44.2117002448663,47.3520580907562,43.0352763629504,39.670387725631,40.9867359654762,40.126298421858,40.8644099852265,31.2308703408131,33.5908378331301,30.3523770936084,27.2730426643921,33.9271150397616,29.5408843071306,29.1842777540108,30.3431523048305,46.1935516743923,54.8854181471638,57.2981206101706,,,,,,,,,,,,,
MYS,GC.DOD.TOTL.GD.ZS,Malaysia,"Central government debt, total (% of GDP)",79.5366179323318,73.3193215120926,64.3772978856134,55.6918359524722,47.6197297670635,41.0697028403447,,,,,,,43.047339208221,45.0766412986635,45.6966383151073,42.0675597614326,40.5883961366256,40.0881257702829,39.7997028374607,50.8357455983458,49.5598230655171,50.0286816425423,51.6464316160996,52.9992519246741,52.6758487332831,53.5744697326154,51.8905275342534,50.0496777392469,51.1859148842757,52.4213502111087,62.0067215079956,63.2668366732951,60.1479261322487,64.2816241956596,
